movieId,overview
27480,Two contract killers cross paths in the middle of the same job and realize they are childhood friends. Together they take a break from killing and visit the small island they once called home. After reflecting on their past lives they decided to team up and use their talents in killing for good... much to the upset of the crime syndicates.
27482,"Eight strangers awaken with no memory, in a puzzling cube-shaped room where the laws of physics do not always apply."
27491,"In the immense city of Tokyo, the darkness of the afterlife lures some of its inhabitants desperately trying to escape the sadness and isolation of the modern world."
27513,Vignettes of the lives of several residents of a Vienna suburb during a heat wave.
27523,"A dweeby, mild-mannered man comes to the aid of a drunk young woman on a subway platform. Little does he know how much trouble he’s in for."
27537,"The film tells the story of two good friends who live together, Andrew, an agoraphobic travel agent who works from his home, and Dave, a loser who works in an office where he is treated with contempt. Just when it seems things can't get any worse for the two, the entire world outside of their house disappears and is replaced with an endless white void."
27539,A politician's wife and the mortician who has secretly loved her for years plan to fake her death so they can run away together.
27549,"In post-apocalyptic Yokohama, a hard-boiled cop and a mellowed out drifter hook up with a gang of rebels. When the gang kidnap the cop's son, the wheels are set in motion for an inevitable showdown."
27555,"Terry and Dean are lifelong friends who have grown-up together: shotgunning their first beers, forming their first garage band, and growing the great Canadian mullet known as ""hockey hair"". Now the lives of these Alberta everymen are brought to the big screen by documentarian Ferral Mitchener in an exploration of the depths of friendship, the fragility of life, growing up gracefully and the art and science of drinking beer like a man."
27563,"The Katakuri family has just opened their guest house in the mountains. Unfortunately their first guest commits suicide and in order to avoid trouble they decide to bury him in the backyard. Things get way more complicated when their second guest, a famous sumo wrestler, dies while having sex with his underage girlfriend and the grave behind the house starts to fill up more and more."
27584,"On Christmas Eve, while driving to see his in-laws with his family, Frank Harrington decides to try a shortcut for the first time in 20 years. It turns out to be the biggest mistake of his life."
27592,"A deaf man and his girlfriend resort to desperate measures in order to fund a kidney transplant for his sister. Things go horribly wrong, and the situation spirals rapidly into a cycle of violence and revenge."
27595,"The second coming is upon us, and Jesus has returned to earth. But before he can get down to the serious business of judging the living and the dead, he has to contend with an army of vampires that can walk in the daylight."
27604,"When the bizarre mass suicide of 54 high school girls throwing themselves in front of a subway train appears to instigate a string of suicides around the country, Detective Kuroda strives to find the answer, which isn't as simple as he had hoped."
27611,
27618,"When a hunter sent back to the prehistoric era runs off the path he must not leave, he causes a chain reaction that alters history in disastrous ways."
27619,Timon the meerkat and Pumbaa the warthog are best pals and the unsung heroes of the African savanna. This prequel to the smash Disney animated adventure takes you back -- way back -- before Simba's adventure began. You'll find out all about Timon and Pumbaa and tag along as they search for the perfect home and attempt to raise a rambunctious lion cub.
27627,A young man released from prison visits the widow of the man he killed drunk-driving and becomes infatuated with his cerebral palsy-stricken daughter.
27644,"A middle-class Italian family is tore apart when the father meets an old flame, the mother—a frustrated onetime actress—auditions for a play, their insecure son tries to make friends through drugs, and their underaged daughter—who has already figured out how to use sex to her advantage—does what she does best to appear on TV."
27660,"Straight from the creators of the groundbreaking Matrix trilogy, this collection of short animated films from the world's leading anime directors fuses computer graphics and Japanese anime to provide the background of the Matrix universe and the conflict between man and machines. The shorts include Final Flight of the Osiris, The Second Renaissance, Kid's Story, Program, World Record, Beyond, A Detective Story and Matriculated."
